Speaker,Text,Title,Page Number,Page Heading,Raw
Mr. F. W. Babneto. ,,,xii,INTRODUCTION,Mr. F. W. Babneto. 
,,,xii,INTRODUCTION,"Probation Officer, Westminster  Court. "
,,,xii,INTRODUCTION,203-209 
,,,xii,INTRODUCTION,22 
,,,xii,INTRODUCTION,School Children. 
,,,xii,INTRODUCTION, 209-210  243-244 
,,,xii,INTRODUCTION,23 
Mrs. Garnett. ,,,xii,INTRODUCTION,Mrs. Garnett. 
,,,xii,INTRODUCTION,Invalid Children's Aid Society and  Children's Care Committee. 
,,,xii,INTRODUCTION,211-213 
,,,xii,INTRODUCTION,24 
Mr. J. Brooke WiTiKiN- ,,,xii,INTRODUCTION,Mr. J. Brooke WiTiKiN- 
,,,xii,INTRODUCTION,"Secretary, British Board of Film "
,,,xii,INTRODUCTION,213-217 
,, SON. ,xii,INTRODUCTION, SON. 
,,,xii,INTRODUCTION,Censors. 
,,,xii,INTRODUCTION, 25 
Mr. John Massey. ,,,xii,INTRODUCTION,Mr. John Massey. 
,,,xii,INTRODUCTION,"Probation Officer, Old St. Court. "
,,,xii,INTRODUCTION,217-220 
,,,xii,INTRODUCTION,26 
Mr. Charles Pascall. ,,,xii,INTRODUCTION,Mr. Charles Pascall. 
,,,xii,INTRODUCTION,"Past-President of the United Bill-  posters' Association, etc. "
,,,xii,INTRODUCTION,221-225 
,,,xii,INTRODUCTION,27 
Mr. John Hill. ,,,xii,INTRODUCTION,Mr. John Hill. 
,,,xii,INTRODUCTION,Past- President of the United Bill-  posters' Association. 
,,,xii,INTRODUCTION,225-226 
,,,xii,INTRODUCTION,28 
,,,xii,INTRODUCTION,"Rev. W. E. Sootuill, "
,,,xii,INTRODUCTION,Religious and Morals Work Secre- 
,,,xii,INTRODUCTION,22&-234 
,,,xii,INTRODUCTION," M.A., and Mr. Oliver "
,,,xii,INTRODUCTION,"tary, Y.MC.A. "
,,,xii,INTRODUCTION,"H. McCowen, B.A. "
,,,xii,INTRODUCTION,29 
"Mr. J. Grant Ramsay,  F.R.E.S. ",,,xii,INTRODUCTION,"Mr. J. Grant Ramsay,  F.R.E.S. "
,,,xii,INTRODUCTION,Principal of Institute of Hygiene. 
,,,xii,INTRODUCTION,234-239 
,,,xii,INTRODUCTION,30 
Mrs. Henriques. ,,,xii,INTRODUCTION,Mrs. Henriques. 
,,,xii,INTRODUCTION,"Hon. Sec. Oxford and St. George's  (Jewish) Girls' Club, Commercial  Road, E. "
,,,xii,INTRODUCTION,239-241 
,,,xii,INTRODUCTION,31 
,,,xii,INTRODUCTION,"The Rt. Rev. Bishop  Welldon, D.D. "
,,,xii,INTRODUCTION,Dean of Manchester. 
,,,xii,INTRODUCTION,242-243 
,,,xii,INTRODUCTION,32 
"Mr. T. p. O'Connor, M.P. ",,,xii,INTRODUCTION,"Mr. T. p. O'Connor, M.P. "
,,,xii,INTRODUCTION,Chief Censor of Films. 
,,,xii,INTRODUCTION,244-259 
,,,xii,INTRODUCTION,33 
,,,xii,INTRODUCTION,Miss Vickers. 
,,,xii,INTRODUCTION,Holbom Local Association of  Children's Care Committees. 
,,,xii,INTRODUCTION,259-262 
,,,xii,INTRODUCTION,34 
Mr. a. E. Neweould. ,,,xii,INTRODUCTION,Mr. a. E. Neweould. 
,,,xii,INTRODUCTION,Chairman of the Cinematograph  Exhibitors' Association of Great  • Britain and Ireland. 
,,,xii,INTRODUCTION,262-272 
,,,xii,INTRODUCTION,36 
"Dr. C. W. Kimmins, M.A. ",,,xii,INTRODUCTION,"Dr. C. W. Kimmins, M.A. "
,,,xii,INTRODUCTION,Chief Inspector under Education  Committee of the L.C.C. 
,,,xii,INTRODUCTION,272-282 
,,,xii,INTRODUCTION,36 
"Mr. Percival Sharp, ",,,xii,INTRODUCTION,"Mr. Percival Sharp, "
,,,xii,INTRODUCTION,"Director of Education, Newcastle- "
,,,xii,INTRODUCTION,282-287 
,,,xii,INTRODUCTION, B.Sc. 
,,,xii,INTRODUCTION,on-Tyne. 
,,,xii,INTRODUCTION, 37 
Mr. J. A. Sbddon. ,,,xii,INTRODUCTION,Mr. J. A. Sbddon. 
,,,xii,INTRODUCTION,"Organising Secretary, Cinemato-  graph Exhibitors' National  Union. "
,,,xii,INTRODUCTION,288-294 
,,,xii,INTRODUCTION,38 
Mr. R. H. Fastnedge. ,,,xii,INTRODUCTION,Mr. R. H. Fastnedge. 
,,,xii,INTRODUCTION,"Licensing Department, London  County Council. "
,,,xii,INTRODUCTION,294-296 
,,,xii,INTRODUCTION,39 
Mr. Leon Gaster. ,,,xii,INTRODUCTION,Mr. Leon Gaster. 
,,,xii,INTRODUCTION,"Hon. Sec. of the Illuminating  Engineering Society, Editor of  The Illuminating Engineer. "
,,,xii,INTRODUCTION,297-299 
,,,xii,INTRODUCTION,40 
Mr. W. Gavazzi King. ,,,xii,INTRODUCTION,Mr. W. Gavazzi King. 
,,• ,xii,INTRODUCTION,• 
,,,xii,INTRODUCTION,"Secretary, Cinematograph Ex-  hibitors' Association. "
,,,xii,INTRODUCTION,299-302 
,,,xii,INTRODUCTION,41 
"Mr. a. p. Graves, MA. ",,,xii,INTRODUCTION,"Mr. a. p. Graves, MA. "
,,,xii,INTRODUCTION,Chairman of the Representative  Managers of L.C.C. Elementary  Schools. 
,,,xii,INTRODUCTION,302-305 
,,,xii,INTRODUCTION,42 
,,,xii,INTRODUCTION,Rev. Carey Bonis er. 
,,,xii,INTRODUCTION,General Secretary of the Sunday  School Union. 
,,,xii,INTRODUCTION,%% 305-311 
,,,xiii,INTRODUCTION,## p. xiii (#17) ############################################
,,CONTENTS ,xiii,INTRODUCTION,CONTENTS 
,,PAQB ,xiii,INTRODUCTION,PAQB 
,,,xiii,INTRODUCTION,Introduction ........ v 
,,,xiii,INTRODUCTION,List of Witnesses xi 
,,PART I ,xiii,INTRODUCTION,PART I 
,,,xiii,INTRODUCTION,The Report of the Commission 
,,SECTION I ,xiii,INTRODUCTION,SECTION I 
,,,xiii,INTRODUCTION,MORAIi AND SOCIAL ASPECTS OF THE CINEMA 
,,,xiii,INTRODUCTION,The Standard of Judgment — Special Considerations regarding the  Cinema as a Place of Amusement — The Charge of Indecent  Conduct — The Moral Danger of Darkness — ^Action of the  London County Coimcil — ^Action of the Home Ofifice — Re-  butting Evidence — The Means of Dealing with the Evil — •  The Character of the Films — Need of a Stricter Censorship —  Difficulties in the Way of Improvement — The Special Claims  of Children — Special Liquiry Regarding the Influence of the  Picture House on Children — Juvenile Crime — Thefts to pay  for Admission — Imitative Crime — Causes of the Increase of  Juvenile Crime — Conflict of Evidence — ^No Connection dis-  covered between Cinemas and Juvenile Crime — ^A Close Con-  nection — The Connection not so Certain — ^Difficulty of estimat-  ing Influence of a Film — A Special Inquiry regarding Juvenile  Crime — ^The Replies of Chief Constables — Wrong Ideas of  Life and Conduct — Special Provision for the Young — The Value  of the Picture House — The Alternatives to the Picture House  — The Influence of the Picture House in decreasing Hooligan-  ism — The Cinema as a Counter-attraction to the Public-House —  Findings xxiv-xlvii 
,,,xiii,INTRODUCTION,Addendum 
,,,xiii,INTRODUCTION,The Use of the Cinema in Religious and Social Work — The Testi-  mony of the Y.M.C.A. — ^Use in a Church — ^Propaganda by the  Films xlviii-1 
,,SECTION II ,xiii,INTRODUCTION,SECTION II 
,,,xiii,INTRODUCTION,THi: CINEMA IN ITS RELATION TO THE EDUCATION OF CHILDREN 
,,,xiii,INTRODUCTION,Introduction — ^The Efltect of the Cinema in regard to the Physical  and Mental Condition of the School Child — ^The Evidence of  Experts with regard to the Value of the Cinema for Educa-  tional Purposes — Should Children attend the Cinema ? — Should  there be Separate Performances for Children? — The Educa-  tional Film^— Films of Educational Value in which the Interest  is not Predominantly Educational — The Film Story — The  School and the Cinema-^Possibilities of the Use of the Cinema  in Education — ^Analysis of Expert Investigations — Summary —  Findings li-lxx 
,,,xiv,INTRODUCTION,## p. xiv  xiv CONTENTS 
,,PAGE ,xiv,INTRODUCTION,PAGE 
,,,xiv,INTRODUCTION,Addendum  Th© Place of Music in the Picture House Ixx-lxxii 
,,,xiv,INTRODUCTION,SECTION ni 
,,LIGHTING AND EYE-STRAIN ,xiv,INTRODUCTION,LIGHTING AND EYE-STRAIN 
,,,xiv,INTRODUCTION,Eye-strain and other Ill-effects due to the Darkness of the Halls in  Cinemas — Scientific Evidence as to the Lighting of Cinema  Theatres — ^Findings Ixxiii-lxxix 
,,SECTION IV ,xiv,INTRODUCTION,SECTION IV 
,,TRADE CENSORSHIP AND ORGANISATION ,xiv,INTRODUCTION,TRADE CENSORSHIP AND ORGANISATION 
,,,xiv,INTRODUCTION,History of the Censorship — ^Working of the Censorship — ^The In-  tentions of the Present Censor — ^The Present Position — ^Negotia-  tions with the Home Office — ^The Attitude of the Trade — ^The  Reorganisation of the Trade — The Defects of Local Censorship  and Regulations — ^The Censorship of Posters . . . Ixxx-lxxxvi 
,,SECTION V ,xiv,INTRODUCTION,SECTION V 
,,CONCLUSIONS AND RECOMMENDATIONS ,xiv,INTRODUCTION,CONCLUSIONS AND RECOMMENDATIONS 
,,,xiv,INTRODUCTION,Suitable Conditions — Suitable Films — ^The Reasons for a State  Censorship — The Objections to a State Censorship — The Con-  ditions of a State Censorship — Continuance of the Present  Censorship Ixxxvii-xcii 
,,,xiv,INTRODUCTION,Note op Reservation xciii 
,,PART II ,xiv,INTRODUCTION,PART II 
,,,xiv,INTRODUCTION,Minutes of Evidence 
,,,xiv,INTRODUCTION,Witnesses :  MR. F. R. GOODWIN 
,,,xiv,INTRODUCTION,Chairman of the Cinematograph Exhibitors* Association  {London Branch) 
,,,xiv,INTRODUCTION,"Effects of War — Companies and Capital — Cinema Attendances —  Picture "" Palaces "" — Regulations and Authorities — ^Film Pro-  duction — Cinemas, a comiter-attraction to Public-house —  Sunday Opening — Cinema compared with the Theatre — Cafes  and Lounges — Complaints against Cinemas — ^Molestation of  Children — ^London Coiuity Council's action— National Union  of Women Workers' Inspection of Cinemas, and Report —  Central and Local Authorities — ^Fire Precautions — ^Films and  Districts — Indecency — Lighting of Boxes — ^American Films —  Interest and Travel Pictures — System of Cinema Inspection —  Children's Performances — Posters — Cinemas and Drink — Com-  plaints of Indecency — ^Lighting — Cinematograph Exhibitors'  Association — ^Undesirable Films — ^Local Regulations . . . 1-28 "
,,,xiv,INTRODUCTION,Sunday Evening Entertainments — London County Coimcil Con-  ditions — Sunday Programmes — Sunday Labour — Letter to Sir  George Cave — Undesirable Visitors — Posters — Lighting — Un-  desirable Visitors — Registration Cards — Indecent Behaviour —  Siuiday Entertainments and Charity 81-91 
,,,xv,INTRODUCTION,## p. xv  CONTENTS XV 
,,MR. J. G. LEGGE ,xv,INTRODUCTION,MR. J. G. LEGGE 
,,,xv,INTRODUCTION,"Director of Edtication, Liverpool "
